Iteration 0, D_loss = 1.3577,G_loss = 0.7575,train acc = 0.1131, test acc = 0.0938,best acc = 0.0938,lr = 0.00030000 
Iteration 597, D_loss = 0.7791,G_loss = 0.0000,train acc = 0.7414, test acc = 0.7520,best acc = 0.7673,lr = 0.00030000 
Iteration 598, D_loss = 0.7601,G_loss = 0.0000,train acc = 0.7495, test acc = 0.7700,best acc = 0.7700,lr = 0.00030000 
Iteration 599, D_loss = 0.7680,G_loss = 0.0000,train acc = 0.7552, test acc = 0.7647,best acc = 0.7700,lr = 0.00030000 
Iteration 600, D_loss = 0.7450,G_loss = 0.0000,train acc = 0.7528, test acc = 0.7709,best acc = 0.7709,lr = 0.00003000 
Iteration 601, D_loss = 0.6936,G_loss = 0.0000,train acc = 0.7667, test acc = 0.7731,best acc = 0.7731,lr = 0.00003000 
Iteration 602, D_loss = 0.6725,G_loss = 0.0000,train acc = 0.7726, test acc = 0.7771,best acc = 0.7771,lr = 0.00003000 
Iteration 603, D_loss = 0.6698,G_loss = 0.0000,train acc = 0.7749, test acc = 0.7755,best acc = 0.7771,lr = 0.00003000 
Iteration 604, D_loss = 0.6635,G_loss = 0.0000,train acc = 0.7805, test acc = 0.7767,best acc = 0.7771,lr = 0.00003000 
Iteration 605, D_loss = 0.6587,G_loss = 0.0000,train acc = 0.7843, test acc = 0.7795,best acc = 0.7795,lr = 0.00003000 
Iteration 606, D_loss = 0.6565,G_loss = 0.0000,train acc = 0.7793, test acc = 0.7778,best acc = 0.7795,lr = 0.00003000 
Iteration 607, D_loss = 0.6516,G_loss = 0.0000,train acc = 0.7818, test acc = 0.7758,best acc = 0.7795,lr = 0.00003000 
Iteration 608, D_loss = 0.6568,G_loss = 0.0000,train acc = 0.7857, test acc = 0.7774,best acc = 0.7795,lr = 0.00003000 
Iteration 609, D_loss = 0.6471,G_loss = 0.0000,train acc = 0.7827, test acc = 0.7775,best acc = 0.7795,lr = 0.00003000 
Iteration 610, D_loss = 0.6444,G_loss = 0.0000,train acc = 0.7822, test acc = 0.7746,best acc = 0.7795,lr = 0.00003000 
Iteration 611, D_loss = 0.6455,G_loss = 0.0000,train acc = 0.7819, test acc = 0.7766,best acc = 0.7795,lr = 0.00003000 
Iteration 612, D_loss = 0.6497,G_loss = 0.0000,train acc = 0.7830, test acc = 0.7831,best acc = 0.7831,lr = 0.00003000 
Iteration 613, D_loss = 0.6532,G_loss = 0.0000,train acc = 0.7830, test acc = 0.7754,best acc = 0.7831,lr = 0.00003000 
Iteration 614, D_loss = 0.6378,G_loss = 0.0000,train acc = 0.7886, test acc = 0.7765,best acc = 0.7831,lr = 0.00003000 
Iteration 615, D_loss = 0.6475,G_loss = 0.0000,train acc = 0.7844, test acc = 0.7799,best acc = 0.7831,lr = 0.00003000 
Iteration 616, D_loss = 0.6450,G_loss = 0.0000,train acc = 0.7867, test acc = 0.7764,best acc = 0.7831,lr = 0.00003000 
Iteration 617, D_loss = 0.6419,G_loss = 0.0000,train acc = 0.7902, test acc = 0.7779,best acc = 0.7831,lr = 0.00003000 
Iteration 618, D_loss = 0.6365,G_loss = 0.0000,train acc = 0.7899, test acc = 0.7832,best acc = 0.7832,lr = 0.00003000 
Iteration 619, D_loss = 0.6340,G_loss = 0.0000,train acc = 0.7904, test acc = 0.7784,best acc = 0.7832,lr = 0.00003000 
Iteration 620, D_loss = 0.6437,G_loss = 0.0000,train acc = 0.7856, test acc = 0.7787,best acc = 0.7832,lr = 0.00003000 
Iteration 621, D_loss = 0.6300,G_loss = 0.0000,train acc = 0.7886, test acc = 0.7793,best acc = 0.7832,lr = 0.00003000 
Iteration 622, D_loss = 0.6305,G_loss = 0.0000,train acc = 0.7889, test acc = 0.7815,best acc = 0.7832,lr = 0.00003000 
Iteration 623, D_loss = 0.6276,G_loss = 0.0000,train acc = 0.7898, test acc = 0.7786,best acc = 0.7832,lr = 0.00003000 
Iteration 624, D_loss = 0.6334,G_loss = 0.0000,train acc = 0.7912, test acc = 0.7796,best acc = 0.7832,lr = 0.00003000 
Iteration 625, D_loss = 0.6424,G_loss = 0.0000,train acc = 0.7864, test acc = 0.7825,best acc = 0.7832,lr = 0.00003000 
Iteration 626, D_loss = 0.6411,G_loss = 0.0000,train acc = 0.7866, test acc = 0.7799,best acc = 0.7832,lr = 0.00003000 
Iteration 627, D_loss = 0.6283,G_loss = 0.0000,train acc = 0.7895, test acc = 0.7837,best acc = 0.7837,lr = 0.00003000 
Iteration 628, D_loss = 0.6337,G_loss = 0.0000,train acc = 0.7907, test acc = 0.7791,best acc = 0.7837,lr = 0.00003000 
Iteration 629, D_loss = 0.6348,G_loss = 0.0000,train acc = 0.7860, test acc = 0.7798,best acc = 0.7837,lr = 0.00003000 
Iteration 630, D_loss = 0.6252,G_loss = 0.0000,train acc = 0.7923, test acc = 0.7793,best acc = 0.7837,lr = 0.00003000 
Iteration 631, D_loss = 0.6313,G_loss = 0.0000,train acc = 0.7941, test acc = 0.7818,best acc = 0.7837,lr = 0.00003000 
Iteration 632, D_loss = 0.6198,G_loss = 0.0000,train acc = 0.7942, test acc = 0.7809,best acc = 0.7837,lr = 0.00003000 
Iteration 633, D_loss = 0.6161,G_loss = 0.0000,train acc = 0.7919, test acc = 0.7818,best acc = 0.7837,lr = 0.00003000 
Iteration 634, D_loss = 0.6259,G_loss = 0.0000,train acc = 0.7929, test acc = 0.7826,best acc = 0.7837,lr = 0.00003000 
Iteration 635, D_loss = 0.6203,G_loss = 0.0000,train acc = 0.7870, test acc = 0.7791,best acc = 0.7837,lr = 0.00003000 
Iteration 636, D_loss = 0.6187,G_loss = 0.0000,train acc = 0.7908, test acc = 0.7813,best acc = 0.7837,lr = 0.00003000 
Iteration 637, D_loss = 0.6189,G_loss = 0.0000,train acc = 0.7922, test acc = 0.7797,best acc = 0.7837,lr = 0.00003000 
Iteration 638, D_loss = 0.6211,G_loss = 0.0000,train acc = 0.7926, test acc = 0.7792,best acc = 0.7837,lr = 0.00003000 
Iteration 639, D_loss = 0.6327,G_loss = 0.0000,train acc = 0.7901, test acc = 0.7869,best acc = 0.7869,lr = 0.00003000 
Iteration 640, D_loss = 0.6157,G_loss = 0.0000,train acc = 0.7957, test acc = 0.7837,best acc = 0.7869,lr = 0.00003000 
Iteration 641, D_loss = 0.6297,G_loss = 0.0000,train acc = 0.7911, test acc = 0.7795,best acc = 0.7869,lr = 0.00003000 
Iteration 642, D_loss = 0.6206,G_loss = 0.0000,train acc = 0.7891, test acc = 0.7828,best acc = 0.7869,lr = 0.00003000 
Iteration 643, D_loss = 0.6323,G_loss = 0.0000,train acc = 0.7898, test acc = 0.7813,best acc = 0.7869,lr = 0.00003000 
Iteration 644, D_loss = 0.6205,G_loss = 0.0000,train acc = 0.7895, test acc = 0.7787,best acc = 0.7869,lr = 0.00003000 
Iteration 645, D_loss = 0.6255,G_loss = 0.0000,train acc = 0.7908, test acc = 0.7817,best acc = 0.7869,lr = 0.00003000 
Iteration 646, D_loss = 0.6097,G_loss = 0.0000,train acc = 0.7993, test acc = 0.7795,best acc = 0.7869,lr = 0.00003000 
Iteration 647, D_loss = 0.6264,G_loss = 0.0000,train acc = 0.7906, test acc = 0.7830,best acc = 0.7869,lr = 0.00003000 
Iteration 648, D_loss = 0.6252,G_loss = 0.0000,train acc = 0.7890, test acc = 0.7809,best acc = 0.7869,lr = 0.00003000 
Iteration 649, D_loss = 0.6215,G_loss = 0.0000,train acc = 0.7911, test acc = 0.7780,best acc = 0.7869,lr = 0.00003000 
Iteration 650, D_loss = 0.6149,G_loss = 0.0000,train acc = 0.7904, test acc = 0.7805,best acc = 0.7869,lr = 0.00003000 
Iteration 651, D_loss = 0.6227,G_loss = 0.0000,train acc = 0.7900, test acc = 0.7834,best acc = 0.7869,lr = 0.00003000 
Iteration 652, D_loss = 0.6097,G_loss = 0.0000,train acc = 0.7943, test acc = 0.7816,best acc = 0.7869,lr = 0.00003000 
Iteration 653, D_loss = 0.6207,G_loss = 0.0000,train acc = 0.7953, test acc = 0.7804,best acc = 0.7869,lr = 0.00003000 
Iteration 654, D_loss = 0.6102,G_loss = 0.0000,train acc = 0.7974, test acc = 0.7831,best acc = 0.7869,lr = 0.00003000 
Iteration 655, D_loss = 0.6098,G_loss = 0.0000,train acc = 0.7958, test acc = 0.7809,best acc = 0.7869,lr = 0.00003000 
Iteration 656, D_loss = 0.6044,G_loss = 0.0000,train acc = 0.7990, test acc = 0.7809,best acc = 0.7869,lr = 0.00003000 
Iteration 657, D_loss = 0.6250,G_loss = 0.0000,train acc = 0.7955, test acc = 0.7838,best acc = 0.7869,lr = 0.00003000 
Iteration 658, D_loss = 0.6031,G_loss = 0.0000,train acc = 0.7973, test acc = 0.7817,best acc = 0.7869,lr = 0.00003000 
Iteration 659, D_loss = 0.6109,G_loss = 0.0000,train acc = 0.7966, test acc = 0.7832,best acc = 0.7869,lr = 0.00003000 
Iteration 660, D_loss = 0.6075,G_loss = 0.0000,train acc = 0.8003, test acc = 0.7811,best acc = 0.7869,lr = 0.00003000 
Iteration 661, D_loss = 0.6081,G_loss = 0.0000,train acc = 0.7965, test acc = 0.7794,best acc = 0.7869,lr = 0.00003000 
Iteration 662, D_loss = 0.6041,G_loss = 0.0000,train acc = 0.7971, test acc = 0.7804,best acc = 0.7869,lr = 0.00003000 
Iteration 663, D_loss = 0.5982,G_loss = 0.0000,train acc = 0.7987, test acc = 0.7790,best acc = 0.7869,lr = 0.00003000 
Iteration 664, D_loss = 0.6050,G_loss = 0.0000,train acc = 0.7968, test acc = 0.7843,best acc = 0.7869,lr = 0.00003000 
Iteration 665, D_loss = 0.5994,G_loss = 0.0000,train acc = 0.7998, test acc = 0.7798,best acc = 0.7869,lr = 0.00003000 
Iteration 666, D_loss = 0.6090,G_loss = 0.0000,train acc = 0.7970, test acc = 0.7774,best acc = 0.7869,lr = 0.00003000 
Iteration 667, D_loss = 0.6185,G_loss = 0.0000,train acc = 0.7922, test acc = 0.7823,best acc = 0.7869,lr = 0.00003000 
Iteration 668, D_loss = 0.6084,G_loss = 0.0000,train acc = 0.7950, test acc = 0.7799,best acc = 0.7869,lr = 0.00003000 
Iteration 669, D_loss = 0.6009,G_loss = 0.0000,train acc = 0.8015, test acc = 0.7817,best acc = 0.7869,lr = 0.00003000 
Iteration 670, D_loss = 0.6010,G_loss = 0.0000,train acc = 0.7992, test acc = 0.7854,best acc = 0.7869,lr = 0.00003000 
Iteration 671, D_loss = 0.6011,G_loss = 0.0000,train acc = 0.7949, test acc = 0.7827,best acc = 0.7869,lr = 0.00003000 
Iteration 672, D_loss = 0.5985,G_loss = 0.0000,train acc = 0.7975, test acc = 0.7774,best acc = 0.7869,lr = 0.00003000 
Iteration 673, D_loss = 0.6104,G_loss = 0.0000,train acc = 0.7971, test acc = 0.7838,best acc = 0.7869,lr = 0.00003000 
Iteration 674, D_loss = 0.5987,G_loss = 0.0000,train acc = 0.7996, test acc = 0.7799,best acc = 0.7869,lr = 0.00003000 
Iteration 675, D_loss = 0.6110,G_loss = 0.0000,train acc = 0.7974, test acc = 0.7819,best acc = 0.7869,lr = 0.00003000 
Iteration 676, D_loss = 0.5956,G_loss = 0.0000,train acc = 0.8050, test acc = 0.7842,best acc = 0.7869,lr = 0.00003000 
Iteration 677, D_loss = 0.5897,G_loss = 0.0000,train acc = 0.8027, test acc = 0.7807,best acc = 0.7869,lr = 0.00003000 
Iteration 678, D_loss = 0.5985,G_loss = 0.0000,train acc = 0.8004, test acc = 0.7836,best acc = 0.7869,lr = 0.00003000 
Iteration 679, D_loss = 0.6079,G_loss = 0.0000,train acc = 0.7965, test acc = 0.7812,best acc = 0.7869,lr = 0.00003000 
Iteration 680, D_loss = 0.6065,G_loss = 0.0000,train acc = 0.7965, test acc = 0.7849,best acc = 0.7869,lr = 0.00003000 
Iteration 681, D_loss = 0.6022,G_loss = 0.0000,train acc = 0.7999, test acc = 0.7823,best acc = 0.7869,lr = 0.00003000 
Iteration 682, D_loss = 0.6079,G_loss = 0.0000,train acc = 0.7890, test acc = 0.7812,best acc = 0.7869,lr = 0.00003000 
Iteration 683, D_loss = 0.5948,G_loss = 0.0000,train acc = 0.8077, test acc = 0.7787,best acc = 0.7869,lr = 0.00003000 
Iteration 684, D_loss = 0.5921,G_loss = 0.0000,train acc = 0.8032, test acc = 0.7792,best acc = 0.7869,lr = 0.00003000 
Iteration 685, D_loss = 0.6017,G_loss = 0.0000,train acc = 0.7992, test acc = 0.7850,best acc = 0.7869,lr = 0.00003000 
Iteration 686, D_loss = 0.6026,G_loss = 0.0000,train acc = 0.8007, test acc = 0.7847,best acc = 0.7869,lr = 0.00003000 
Iteration 687, D_loss = 0.6026,G_loss = 0.0000,train acc = 0.7978, test acc = 0.7839,best acc = 0.7869,lr = 0.00003000 
Iteration 688, D_loss = 0.5989,G_loss = 0.0000,train acc = 0.8009, test acc = 0.7894,best acc = 0.7894,lr = 0.00003000 
Iteration 689, D_loss = 0.5944,G_loss = 0.0000,train acc = 0.8011, test acc = 0.7846,best acc = 0.7894,lr = 0.00003000 
Iteration 690, D_loss = 0.5942,G_loss = 0.0000,train acc = 0.8026, test acc = 0.7847,best acc = 0.7894,lr = 0.00003000 
Iteration 691, D_loss = 0.5859,G_loss = 0.0000,train acc = 0.8040, test acc = 0.7863,best acc = 0.7894,lr = 0.00003000 
Iteration 692, D_loss = 0.5964,G_loss = 0.0000,train acc = 0.8030, test acc = 0.7796,best acc = 0.7894,lr = 0.00003000 
Iteration 693, D_loss = 0.5977,G_loss = 0.0000,train acc = 0.7964, test acc = 0.7881,best acc = 0.7894,lr = 0.00003000 
Iteration 694, D_loss = 0.5811,G_loss = 0.0000,train acc = 0.8059, test acc = 0.7814,best acc = 0.7894,lr = 0.00003000 
Iteration 695, D_loss = 0.5885,G_loss = 0.0000,train acc = 0.8054, test acc = 0.7856,best acc = 0.7894,lr = 0.00003000 
Iteration 696, D_loss = 0.5952,G_loss = 0.0000,train acc = 0.8018, test acc = 0.7847,best acc = 0.7894,lr = 0.00003000 
Iteration 697, D_loss = 0.5911,G_loss = 0.0000,train acc = 0.7996, test acc = 0.7799,best acc = 0.7894,lr = 0.00003000 
Iteration 698, D_loss = 0.5907,G_loss = 0.0000,train acc = 0.8040, test acc = 0.7848,best acc = 0.7894,lr = 0.00003000 
Iteration 699, D_loss = 0.5939,G_loss = 0.0000,train acc = 0.7987, test acc = 0.7857,best acc = 0.7894,lr = 0.00003000 
